Season,Player Name,NBA Player ID,Team,Age,Height,Weight
1999-00,Michael Dickerson,1722,VAN,25,6-5,190
1999-00,Michael Doleac,1720,ORL,23,6-11,262
1999-00,Michael Finley,714,DAL,27,6-7,215
1999-00,Michael Hawkins,1138,CHH,27,6-0,178
1999-00,Michael Olowokandi,1709,LAC,25,7-0,269
1999-00,Michael Ruffin,1913,CHI,23,6-9,246
1999-00,Michael Smith,63,WAS,28,6-8,240
1999-00,Michael Stewart,1565,TOR,25,6-10,230
1999-00,Mike Bibby,1710,VAN,22,6-2,190
1999-00,Mikki Moore,1630,DET,24,7-0,225
1999-00,Milt Palacio,1960,VAN,22,6-3,195
1999-00,Mirsad Turkcan,1726,MIL,24,6-9,216
1999-00,Mitch Richmond,782,WAS,35,6-5,220
1999-00,Monty Williams,42,ORL,28,6-8,225
1999-00,Moochie Norris,983,HOU,26,6-1,175
1999-00,Mookie Blaylock,302,GSW,33,6-1,185
1999-00,Muggsy Bogues,177,TOR,35,5-3,141
1999-00,Nazr Mohammed,1737,PHI,22,6-10,221
1999-00,Nick Anderson,98,SAC,32,6-6,228
1999-00,Nick Van Exel,89,DEN,28,6-1,190
1999-00,Obinna Ekezie,1918,VAN,24,6-9,270
1999-00,Olden Polynice,178,UTA,35,7-0,250
1999-00,Oliver Miller,932,PHX,30,6-9,315
1999-00,Othella Harrington,970,VAN,26,6-9,235
1999-00,Otis Thorpe,901,MIA,37,6-10,246
1999-00,P.J. Brown,136,MIA,30,6-11,240
1999-00,Pat Garrity,1727,ORL,23,6-9,238
1999-00,Patrick Ewing,121,NYK,37,7-0,255
1999-00,Paul Pierce,1718,BOS,22,6-7,220
1999-00,Peja Stojakovic,978,SAC,23,6-9,229
1999-00,Pervis Ellison,442,BOS,33,6-9,210
1999-00,Pete Chilcutt,432,LAC,31,6-10,245
1999-00,Popeye Jones,461,DEN,30,6-8,250
1999-00,Quincy Lewis,1900,UTA,23,6-7,215
1999-00,Raef LaFrentz,1711,DEN,24,6-11,240
1999-00,Rafer Alston,1747,MIL,23,6-2,171
1999-00,Randell Jackson,1872,DAL,24,6-11,215
1999-00,Randy Brown,753,CHI,32,6-2,191
1999-00,Randy Livingston,988,PHX,25,6-4,209
1999-00,Rashard Lewis,1740,SEA,20,6-10,215
1999-00,Rasheed Wallace,739,POR,25,6-11,225
1999-00,Rasho Nesterovic,1725,MIN,24,7-0,248
1999-00,Ray Allen,951,MIL,24,6-5,205
1999-00,Reggie Jordan,674,WAS,32,6-4,195
1999-00,Reggie Miller,397,IND,34,6-7,185
1999-00,Rex Chapman,364,PHX,32,6-4,185
1999-00,Rex Walters,777,MIA,30,6-4,190
1999-00,Richard Hamilton,1888,WAS,22,6-6,185
1999-00,Rick Brunson,1594,NYK,28,6-4,190
1999-00,Rick Fox,296,LAL,30,6-7,242
1999-00,Rick Hughes,1965,DAL,26,6-9,235
1999-00,Ricky Davis,1729,CHH,20,6-7,197
1999-00,Rik Smits,22,IND,33,7-4,265
1999-00,Robert Horry,109,LAL,29,6-10,235
1999-00,Robert Pack,123,DAL,31,6-2,190
1999-00,Robert Traylor,1714,MIL,23,6-8,284
1999-00,Rod Strickland,393,WAS,33,6-3,185
1999-00,Rodney Buford,1934,MIA,22,6-5,189
1999-00,Rodney Rogers,915,PHX,29,6-7,255
1999-00,Rodrick Rhodes,1518,DAL,26,6-6,225
1999-00,Ron Harper,166,LAL,36,6-6,215
1999-00,Ron Mercer,1500,ORL,24,6-7,210
1999-00,Roshown McLeod,1728,ATL,24,6-8,221
1999-00,Roy Rogers,964,DEN,26,6-10,235
1999-00,Ruben Patterson,1739,SEA,24,6-6,227
1999-00,Rusty LaRue,1601,CHI,26,6-3,190
1999-00,Ryan Bowen,1763,DEN,24,6-7,215
1999-00,Ryan Robertson,1926,SAC,23,6-5,190
1999-00,Ryan Stack,1756,CLE,24,6-11,215
1999-00,Sam Cassell,208,MIL,30,6-3,185
1999-00,Sam Jacobson,1734,GSW,24,6-4,219
1999-00,Sam Mack,694,GSW,30,6-7,220
1999-00,Sam Mitchell,417,MIN,36,6-7,215
1999-00,Sam Perkins,64,IND,39,6-9,260
1999-00,Samaki Walker,955,SAS,24,6-9,260
1999-00,Scot Pollard,1513,SAC,25,6-11,265
1999-00,Scott Burrell,197,NJN,29,6-7,218
1999-00,Scott Padgett,1909,UTA,24,6-9,240
1999-00,Scott Williams,281,MIL,32,6-10,230
1999-00,Scottie Pippen,937,POR,34,6-7,228
1999-00,Sean Elliott,251,SAS,32,6-8,220
1999-00,Sean Marks,1752,TOR,24,6-10,250
1999-00,Sean Rooks,399,DAL,30,6-10,270
1999-00,Shammond Williams,1742,SEA,25,6-1,201
1999-00,Shandon Anderson,1000,HOU,26,6-6,210
1999-00,Shaquille O'Neal,406,LAL,28,7-1,315
1999-00,Shareef Abdur-Rahim,949,VAN,23,6-9,230
1999-00,Shawn Bradley,762,DAL,28,7-6,263
1999-00,Shawn Kemp,431,CLE,30,6-10,280
1999-00,Shawn Marion,1890,PHX,22,6-7,215
1999-00,Sherman Douglas,428,NJN,33,6-1,195
1999-00,Stacey Augmon,278,POR,31,6-8,205
1999-00,Stanley Roberts,914,PHI,30,7-0,290
1999-00,Stephon Marbury,950,NJN,23,6-2,180
1999-00,Steve Francis,1883,HOU,23,6-3,193
1999-00,Steve Kerr,70,SAS,34,6-3,180
1999-00,Steve Nash,959,DAL,26,6-3,195
1999-00,Steven Smith,120,POR,31,6-8,215
1999-00,Tariq Abdul-Wahad,1505,DEN,25,6-6,223
1999-00,Terrell Brandon,210,MIN,30,5-11,173
1999-00,Terry Cummings,187,GSW,39,6-9,220
1999-00,Terry Mills,371,DET,32,6-10,250
1999-00,Terry Porter,345,SAS,37,6-3,205
1999-00,Theo Ratliff,689,PHI,27,6-10,225
1999-00,Thomas Hamilton,676,HOU,25,7-2,330
1999-00,Tim Duncan,1495,SAS,24,7-0,260
1999-00,Tim Hardaway,896,MIA,33,6-0,195
1999-00,Tim James,1906,MIA,23,6-7,212
1999-00,Tim Legler,100,GSW,33,6-4,200
1999-00,Tim Thomas,1501,MIL,23,6-10,230
1999-00,Tim Young,1937,GSW,24,7-2,270
1999-00,Toby Bailey,1753,PHX,24,6-6,213
1999-00,Todd Day,103,PHX,30,6-6,188
1999-00,Todd Fuller,957,CHH,25,6-11,255
1999-00,Todd MacCulloch,1928,PHI,24,7-0,280
1999-00,Tom Gugliotta,339,PHX,30,6-10,240
1999-00,Tom Hammonds,67,MIN,33,6-9,225
1999-00,Toni Kukoc,389,PHI,31,6-11,235
1999-00,Tony Battie,1499,BOS,24,6-11,240
1999-00,Tony Delk,960,SAC,26,6-2,192
1999-00,Tony Farmer,1108,GSW,30,6-9,244
1999-00,Tony Massenburg,763,HOU,32,6-9,250
1999-00,Tracy McGrady,1503,TOR,21,6-8,210
1999-00,Tracy Murray,145,WAS,28,6-7,228
1999-00,Trajan Langdon,1892,CLE,24,6-3,195
1999-00,Travis Best,696,IND,27,5-11,182
1999-00,Travis Knight,969,LAL,25,7-0,235
1999-00,Troy Hudson,1607,LAC,24,6-1,178
1999-00,Tyrone Corbin,895,SAC,37,6-6,225
1999-00,Tyrone Hill,238,PHI,32,6-9,250
1999-00,Tyrone Nesby,1838,LAC,24,6-6,225
1999-00,Tyronn Lue,1731,LAL,23,6-0,175
1999-00,Vernon Maxwell,137,SEA,34,6-4,180
1999-00,Vin Baker,452,SEA,28,6-11,250
1999-00,Vince Carter,1713,TOR,23,6-7,215
1999-00,Vinny Del Negro,219,MIL,33,6-4,200
1999-00,Vitaly Potapenko,958,BOS,25,6-10,280
1999-00,Vlade Divac,124,SAC,32,7-1,260
1999-00,Vladimir Stepania,1735,SEA,24,7-0,236
1999-00,Vonteego Cummings,1907,GSW,24,6-3,190
1999-00,Voshon Lenard,702,MIA,27,6-4,215
1999-00,Wally Szczerbiak,1887,MIN,23,6-7,243
1999-00,Walt Williams,1005,HOU,30,6-8,230
1999-00,Walter McCarty,962,BOS,26,6-10,230
1999-00,Wayne Turner,1943,BOS,24,6-2,190
1999-00,Wesley Person,445,CLE,29,6-6,195
1999-00,Will Perdue,781,CHI,34,7-0,240
1999-00,William Avery,1895,MIN,20,6-2,180
1999-00,Zan Tabak,440,IND,30,7-0,245
2000-01,A.C. Green,920,MIA,37,6-9,225
2000-01,A.J. Guyton,2062,CHI,23,6-1,180
2000-01,Aaron McKie,243,PHI,28,6-5,209
2000-01,Aaron Williams,1425,NJN,29,6-9,225
2000-01,Adam Keefe,228,GSW,31,6-9,230
2000-01,Adonal Foyle,1502,GSW,26,6-10,250
2000-01,Adrian Griffin,1559,BOS,26,6-5,215
2000-01,Al Harrington,1733,IND,21,6-9,254
2000-01,Alan Henderson,673,ATL,28,6-9,235
2000-01,Allan Houston,275,NYK,30,6-6,200
2000-01,Allen Iverson,947,PHI,26,6-0,165
2000-01,Alonzo Mourning,297,MIA,31,6-10,261
2000-01,Alvin Williams,1541,TOR,26,6-5,185
2000-01,Andre Miller,1889,CLE,25,6-2,200
2000-01,Andrew DeClercq,692,ORL,28,6-10,255
2000-01,Andy Panko,1950,ATL,23,6-9,245
2000-01,Anfernee Hardaway,358,PHX,29,6-7,215
2000-01,Antawn Jamison,1712,GSW,25,6-9,223
2000-01,Anthony Carter,1853,MIA,26,6-1,190
2000-01,Anthony Goldwire,924,DEN,29,6-2,182
2000-01,Anthony Johnson,1533,CLE,26,6-3,190
2000-01,Anthony Mason,193,MIA,34,6-8,255
2000-01,Anthony Miller,292,PHI,29,6-9,255
2000-01,Anthony Peeler,324,MIN,31,6-4,208
2000-01,Antoine Walker,952,BOS,24,6-9,245
2000-01,Antonio Daniels,1498,SAS,26,6-4,205
2000-01,Antonio Davis,213,TOR,32,6-9,230
2000-01,Antonio Harvey,176,POR,30,6-11,250
2000-01,Antonio McDyess,686,DEN,26,6-9,245
2000-01,Art Long,1609,SAC,28,6-9,240
2000-01,Arvydas Sabonis,717,POR,36,7-3,292
2000-01,Austin Croshere,1506,IND,26,6-9,242
2000-01,Avery Johnson,422,SAS,36,5-11,180
2000-01,Baron Davis,1884,CHH,22,6-3,212
2000-01,Ben Wallace,1112,DET,26,6-9,240
2000-01,Bill Curley,223,GSW,29,,
2000-01,Billy Owens,182,DET,32,,
2000-01,Bimbo Coles,902,CLE,33,6-2,182
2000-01,Bo Outlaw,448,ORL,30,6-8,210
2000-01,Bob Sura,682,GSW,28,6-5,200
2000-01,Bobby Jackson,1517,SAC,28,6-1,185
2000-01,Bonzi Wells,1719,POR,24,6-5,210
2000-01,Brad Miller,1802,CHI,25,7-0,261
2000-01,Brent Barry,699,SEA,29,6-6,215
2000-01,Brent Price,85,VAN,32,6-1,185
2000-01,Brevin Knight,1510,ATL,25,5-10,170
2000-01,Brian Cardinal,2073,DET,24,6-8,245
2000-01,Brian Grant,258,MIA,29,6-9,250
2000-01,Brian Shaw,216,LAL,35,6-6,200
2000-01,Brian Skinner,1730,LAC,25,6-9,265
2000-01,Bruce Bowen,1477,MIA,30,6-7,200
2000-01,Bruno Sundov,1743,IND,21,7-2,239
2000-01,Bryant Reeves,735,VAN,28,7-0,290
2000-01,Bryant Stith,179,BOS,30,6-5,210
2000-01,Bryce Drew,1724,CHI,26,6-3,185
2000-01,Bryon Russell,935,UTA,30,6-7,225
2000-01,Cal Bowdler,1898,ATL,24,6-10,245
2000-01,Calbert Cheaney,384,DEN,29,6-7,217
2000-01,Calvin Booth,1916,DAL,25,6-11,241
2000-01,Carlos Rogers,435,HOU,30,6-11,232
2000-01,Cedric Ceballos,76,MIA,31,6-7,220
2000-01,Cedric Henderson,1538,CLE,26,6-7,225
2000-01,Charles Oakley,891,TOR,37,6-9,245
2000-01,Charlie Ward,369,NYK,30,6-2,190
2000-01,Chauncey Billups,1497,MIN,24,6-3,202
2000-01,Cherokee Parks,685,LAC,28,6-11,240
2000-01,Chris Carr,713,BOS,27,6-6,220
2000-01,Chris Childs,164,TOR,33,6-3,195
2000-01,Chris Crawford,1544,ATL,26,6-9,235
2000-01,Chris Dudley,201,PHX,36,6-11,260
2000-01,Chris Garner,1612,GSW,26,5-10,156
2000-01,Chris Gatling,423,CLE,33,6-10,230
2000-01,Chris Herren,1914,BOS,25,6-2,190
2000-01,Chris Mihm,2036,CLE,21,7-1,265
2000-01,Chris Mills,168,GSW,31,6-7,216
2000-01,Chris Mullin,904,GSW,37,,
2000-01,Chris Porter,2084,GSW,23,6-7,218
2000-01,Chris Webber,185,SAC,28,6-10,245
2000-01,Chris Whitney,43,WAS,29,6-0,175
2000-01,Christian Laettner,363,WAS,31,6-11,245
2000-01,Chucky Atkins,1088,DET,26,5-11,160
2000-01,Chucky Brown,359,CLE,33,6-8,220
2000-01,Clar. Weatherspoon,221,CLE,30,6-7,265
2000-01,Clifford Robinson,361,PHX,34,6-10,225
2000-01,Corey Benjamin,1736,CHI,23,6-6,205
2000-01,Corey Maggette,1894,LAC,21,6-6,218
2000-01,Corie Blount,916,GSW,32,6-10,242
2000-01,Corliss Williamson,722,DET,27,6-7,245
2000-01,Cory Alexander,724,ORL,28,6-1,190
2000-01,Courtney Alexander,2042,WAS,24,6-5,205
2000-01,Cuttino Mobley,1749,HOU,25,6-4,190
2000-01,Dale Davis,905,POR,32,6-11,252
2000-01,Dalibor Bagaric,2053,CHI,20,7-1,277
2000-01,Damon Jones,1800,VAN,24,6-3,185
2000-01,Damon Stoudamire,757,POR,27,5-10,171
2000-01,Dan Langhi,2061,HOU,23,6-11,220
2000-01,Dan Majerle,105,MIA,35,6-6,222
2000-01,Dan McClintock,2082,DEN,24,7-0,270
2000-01,Dana Barros,344,DET,34,5-11,163
2000-01,Daniel Santiago,2091,PHX,25,7-1,256
2000-01,Danny Ferry,198,SAS,34,6-10,235
2000-01,Danny Fortson,1504,GSW,25,6-8,260
2000-01,Danny Manning,330,UTA,35,6-10,244
2000-01,Darius Miles,2032,LAC,19,6-9,202
2000-01,Darrell Armstrong,353,ORL,33,6-1,180
2000-01,Darrick Martin,239,SAC,30,5-11,170
2000-01,Darvin Ham,1032,MIL,27,6-7,230
2000-01,David Benoit,128,UTA,33,6-8,220
2000-01,David Robinson,764,SAS,35,7-1,250
2000-01,David Vanterpool,2128,WAS,28,6-5,200
2000-01,David Wesley,133,CHH,30,6-1,211
2000-01,David Wingate,766,SEA,37,6-5,187
2000-01,DeShawn Stevenson,2052,UTA,20,6-5,210
2000-01,Dean Garrett,1051,MIN,34,6-11,250
2000-01,Dee Brown,244,ORL,32,6-2,205
2000-01,Dell Curry,209,TOR,37,6-5,205
2000-01,DerMarr Johnson,2035,ATL,21,6-9,201
2000-01,Derek Anderson,1507,SAS,26,6-5,195
2000-01,Derek Fisher,965,LAL,26,6-1,200
2000-01,Derek Strong,400,LAC,33,6-9,240
2000-01,Derrick Coleman,934,CHH,34,6-10,270
2000-01,Derrick Dial,1760,SAS,25,6-4,185
2000-01,Derrick McKey,365,IND,34,6-10,241
2000-01,Desmond Mason,2046,SEA,23,6-5,215
2000-01,Detlef Schrempf,96,POR,38,6-10,235
2000-01,Devean George,1904,LAL,23,6-8,220
2000-01,Dikembe Mutombo,87,PHI,35,7-2,265
2000-01,Dion Glover,1901,ATL,22,6-5,228
2000-01,Dirk Nowitzki,1717,DAL,23,6-11,237
2000-01,Don MacLean,931,MIA,31,,
2000-01,Don Reid,690,ORL,27,6-8,250
2000-01,Donnell Harvey,2051,DAL,20,6-8,220
2000-01,Donyell Marshall,923,UTA,28,6-9,230
2000-01,Doug Christie,57,SAC,31,6-6,205
2000-01,Doug Overton,77,NJN,31,6-3,190
2000-01,Doug West,28,VAN,34,,
2000-01,Dragan Tarlac,1434,CHI,28,6-11,270
2000-01,Duane Causwell,190,MIA,33,7-0,255
2000-01,Earl Boykins,1863,LAC,25,5-5,133
2000-01,Eddie Gill,2109,NJN,22,6-0,190
2000-01,Eddie House,2067,MIA,23,6-1,180
2000-01,Eddie Jones,224,MIA,29,6-7,194
2000-01,Eddie Robinson,1944,CHH,25,6-9,205
2000-01,Eduardo Najera,2059,DAL,24,6-8,234
2000-01,Elden Campbell,922,CHH,32,7-0,275
2000-01,Eldridge Recasner,695,CHH,33,6-4,192
2000-01,Elliot Perry,386,PHX,32,6-0,152
2000-01,Elton Brand,1882,CHI,22,6-8,260
2000-01,Emanual Davis,1023,SEA,32,6-5,195
2000-01,Eric Montross,376,TOR,29,7-0,270
2000-01,Eric Piatkowski,15,LAC,30,6-6,217
2000-01,Eric Snow,727,PHI,28,6-3,204
2000-01,Eric Williams,677,BOS,28,6-8,220
2000-01,Erick Barkley,2057,POR,23,6-1,177
2000-01,Erick Dampier,956,GSW,25,6-11,265
2000-01,Erick Strickland,1065,VAN,27,6-3,210
2000-01,Ervin Johnson,911,MIL,33,6-11,255
2000-01,Etdrick Bohannon,1564,CLE,28,,
2000-01,Evan Eschmeyer,1915,NJN,26,6-11,255
2000-01,Felipe Lopez,1732,MIN,26,6-5,195
2000-01,Felton Spencer,280,NYK,33,7-0,265
2000-01,Fred Hoiberg,697,CHI,28,6-5,210
2000-01,Garth Joseph,2123,DEN,27,7-2,306
2000-01,Gary Grant,202,POR,36,,
2000-01,Gary Payton,56,SEA,32,6-4,180
2000-01,Gary Trent,718,DAL,26,6-8,250
2000-01,George Lynch,248,PHI,30,6-8,228
2000-01,George McCloud,45,DEN,34,6-8,225
2000-01,Gerard King,1562,WAS,28,,
2000-01,Glen Rice,779,NYK,34,6-8,220
2000-01,Glenn Robinson,299,MIL,28,6-7,230
2000-01,Grant Hill,255,ORL,28,6-8,225
2000-01,Grant Long,3,VAN,35,6-9,250
2000-01,Greg Anthony,21,POR,33,6-1,180
2000-01,Greg Buckner,1761,DAL,24,6-4,210
2000-01,Greg Foster,323,LAL,32,6-11,250
2000-01,Greg Ostertag,731,UTA,28,7-2,280
2000-01,Hakeem Olajuwon,165,HOU,38,7-0,255
2000-01,Hanno Mottola,2069,ATL,24,6-11,247
2000-01,Hedo Turkoglu,2045,SAC,22,6-8,220
2000-01,Hersey Hawkins,765,CHH,34,6-3,200
2000-01,Horace Grant,270,LAL,35,6-10,245
2000-01,Howard Eisley,458,DAL,28,6-2,180
2000-01,Hubert Davis,93,WAS,31,6-5,183
2000-01,Ike Austin,1134,VAN,31,6-10,270
2000-01,Ira Bowman,1085,ATL,28,,
2000-01,Ira Newble,1956,SAS,26,6-7,215
2000-01,Isaiah Rider,375,LAL,30,,
2000-01,J.R. Reid,462,CLE,33,,
2000-01,Jabari Smith,2074,SAC,24,6-11,250
2000-01,Jacque Vaughn,1521,UTA,26,6-1,190
2000-01,Jahidi White,1751,WAS,25,6-9,290
2000-01,Jake Tsakalidis,2054,PHX,22,7-2,285
2000-01,Jake Voskuhl,2063,CHI,23,6-11,245
2000-01,Jalen Rose,147,IND,28,6-8,225
2000-01,Jamaal Magloire,2048,CHH,23,6-10,260
2000-01,Jamal Crawford,2037,CHI,21,6-5,200
2000-01,Jamal Mashburn,469,CHH,28,6-8,241
2000-01,Jamal Robinson,1554,MIA,27,,
2000-01,Jamel Thomas,1975,NJN,24,6-6,219
2000-01,James Posey,1899,DEN,24,6-8,215
2000-01,James Robinson,381,ORL,30,,
2000-01,Jamie Feick,994,NJN,26,,
2000-01,Jaren Jackson,1114,SAS,33,,
2000-01,Jason Caffey,679,MIL,28,6-8,256
2000-01,Jason Collier,2044,HOU,23,7-0,260
2000-01,Jason Hart,2078,MIL,23,6-2,181
2000-01,Jason Kidd,467,PHX,28,6-4,212
2000-01,Jason Terry,1891,ATL,23,6-2,172
2000-01,Jason Williams,1715,SAC,25,6-1,190
2000-01,Jeff Foster,1902,IND,24,6-11,242
2000-01,Jeff McInnis,976,LAC,26,6-4,178
2000-01,Jelani McCoy,1741,SEA,23,6-10,245
2000-01,Jermaine O'Neal,979,IND,22,6-11,226
2000-01,Jerome Kersey,760,MIL,39,,
2000-01,Jerome Moiso,2040,BOS,23,6-10,232
2000-01,Jerome Williams,966,TOR,28,6-9,206
2000-01,Jerry Stackhouse,711,DET,26,6-6,218
2000-01,Jim Jackson,754,CLE,30,6-6,220
2000-01,Jim McIlvaine,29,NJN,28,,
2000-01,Joe Smith,693,DET,25,6-10,225
2000-01,Joel Przybilla,2038,MIL,21,7-1,255
2000-01,John Amaechi,680,ORL,30,6-10,270
2000-01,John Coker,715,GSW,29,,
2000-01,John Crotty,180,UTA,31,6-2,194
2000-01,John Starks,317,UTA,35,6-5,190
2000-01,John Stockton,304,UTA,39,6-1,175
2000-01,John Wallace,961,DET,27,6-9,225
2000-01,Johnny Newman,271,NJN,37,6-7,210
2000-01,Jon Barry,468,SAC,31,6-5,210
2000-01,Jonathan Bender,1886,IND,20,6-11,198
2000-01,Jud Buechler,146,DET,33,6-6,228
2000-01,Jumaine Jones,1908,PHI,22,6-8,218
2000-01,Juwan Howard,436,DAL,28,6-9,250
2000-01,Karl Malone,252,UTA,37,6-9,256
2000-01,Keith Van Horn,1496,NJN,25,6-10,255
2000-01,Kelvin Cato,1509,HOU,26,6-11,255
2000-01,Kendall Gill,383,NJN,33,6-5,216
2000-01,Kenny Anderson,72,BOS,30,6-1,168
2000-01,Kenny Thomas,1903,HOU,23,6-8,260
2000-01,Kenyon Martin,2030,NJN,23,6-9,230
2000-01,Keon Clark,1721,TOR,26,6-11,221
2000-01,Kevin Edwards,236,VAN,35,6-3,210
2000-01,Kevin Garnett,708,MIN,25,6-11,220
2000-01,Kevin Ollie,1563,PHI,28,6-2,195
2000-01,Kevin Willis,788,DEN,38,7-0,245
2000-01,Keyon Dooling,2039,LAC,21,6-5,193
2000-01,Khalid El-Amin,2064,CHI,22,,
2000-01,Kobe Bryant,977,LAL,22,6-7,210
2000-01,Kornel David,1600,DET,29,6-9,230
2000-01,Kurt Thomas,703,NYK,28,6-9,230
2000-01,LaPhonso Ellis,111,MIN,31,6-8,240
2000-01,Lamar Odom,1885,LAC,21,6-10,213
2000-01,Lamond Murray,441,CLE,28,6-7,236
2000-01,Lari Ketner,1930,IND,24,,
2000-01,Laron Profit,1919,WAS,23,6-5,204
2000-01,Larry Hughes,1716,GSW,22,6-5,184
2000-01,Larry Johnson,913,NYK,32,6-7,235
2000-01,Larry Robinson,1683,ATL,33,,
2000-01,Latrell Sprewell,84,NYK,30,6-5,190
2000-01,Lavor Postell,2068,NYK,23,6-5,205
2000-01,Lawrence Funderburke,1444,SAC,30,6-9,230
2000-01,Lee Nailon,1924,CHH,26,6-8,241
2000-01,Lindsey Hunter,283,MIL,30,6-2,200
2000-01,Lorenzen Wright,953,ATL,25,6-11,240
2000-01,Loy Vaught,919,WAS,33,6-9,240
2000-01,Luc Longley,26,NYK,32,,
2000-01,Lucious Harris,446,NJN,30,6-5,205
2000-01,Mahmoud Abdul-Rauf,51,VAN,32,6-1,162
2000-01,Malik Rose,990,SAS,26,6-7,255
2000-01,Mamadou N'diaye,2055,TOR,26,7-0,255
2000-01,Marc Jackson,1531,GSW,26,6-10,270
2000-01,Marcus Camby,948,NYK,27,6-11,225
2000-01,Marcus Fizer,2033,CHI,22,6-9,262
2000-01,Mario Elie,53,PHX,37,6-5,225
2000-01,Mark Blount,1548,BOS,25,7-0,230
2000-01,Mark Bryant,95,DAL,36,6-9,250
2000-01,Mark Jackson,349,NYK,36,6-3,205
2000-01,Mark Madsen,2058,LAL,25,6-9,240
2000-01,Mark Pope,998,MIL,28,6-10,235
2000-01,Mark Strickland,1110,NJN,30,6-10,220
2000-01,Mateen Cleaves,2043,DET,23,6-2,205
2000-01,Matt Bullard,672,HOU,34,6-10,235
2000-01,Matt Geiger,761,PHI,31,7-1,248
2000-01,Matt Harpring,1723,CLE,25,6-7,231
2000-01,Matt Maloney,1074,ATL,29,6-3,200
2000-01,Maurice Taylor,1508,HOU,24,6-9,260
2000-01,Metta World Peace,1897,CHI,21,6-7,246
2000-01,Michael Curry,688,DET,32,6-5,210
2000-01,Michael Dickerson,1722,VAN,26,6-4,190
2000-01,Michael Doleac,1720,ORL,24,6-11,262
2000-01,Michael Finley,714,DAL,28,6-7,215
2000-01,Michael Hawkins,1138,CLE,28,,
2000-01,Michael Olowokandi,1709,LAC,26,7-0,291
2000-01,Michael Redd,2072,MIL,21,6-6,214
2000-01,Michael Ruffin,1913,CHI,24,6-8,248
2000-01,Michael Smith,63,WAS,29,6-8,240
2000-01,Michael Stewart,1565,TOR,26,6-10,230
2000-01,Mike Bibby,1710,VAN,23,6-1,190
2000-01,Mike Miller,2034,ORL,21,6-8,218
2000-01,Mike Penberthy,2130,LAL,26,6-3,180
2000-01,Mike Smith,2065,WAS,25,6-8,195
2000-01,Mikki Moore,1630,DET,25,7-0,230
2000-01,Milt Palacio,1960,BOS,23,6-3,195
2000-01,Mitch Richmond,782,WAS,36,,
2000-01,Monty Williams,42,ORL,29,6-8,225
2000-01,Moochie Norris,983,HOU,27,6-1,175
2000-01,Mookie Blaylock,302,GSW,34,6-1,185
2000-01,Morris Peterson,2050,TOR,23,6-7,218
2000-01,Muggsy Bogues,177,TOR,36,,
2000-01,Nazr Mohammed,1737,ATL,23,6-10,240
2000-01,Nick Anderson,98,SAC,33,6-6,228
2000-01,Nick Van Exel,89,DEN,29,6-1,190
2000-01,Obinna Ekezie,1918,DAL,25,6-9,260
2000-01,Olden Polynice,178,UTA,36,7-0,250
2000-01,Olumide Oyedeji,2071,SEA,20,6-10,240
2000-01,Othella Harrington,970,NYK,27,6-9,235
2000-01,Otis Thorpe,901,CHH,38,6-10,248
2000-01,P.J. Brown,136,CHH,31,6-11,240
2000-01,Pat Garrity,1727,ORL,24,6-9,238
2000-01,Patrick Ewing,121,SEA,38,7-0,255
2000-01,Paul McPherson,2101,GSW,22,6-4,210
2000-01,Paul Pierce,1718,BOS,23,6-6,230
2000-01,Peja Stojakovic,978,SAC,24,6-9,229
2000-01,Pepe Sanchez,2143,PHI,24,,
2000-01,Pervis Ellison,442,SEA,34,,
2000-01,Popeye Jones,461,WAS,31,6-8,250
2000-01,Quentin Richardson,2047,LAC,21,6-6,223
2000-01,Quincy Lewis,1900,UTA,24,6-7,215
2000-01,Raef LaFrentz,1711,DEN,25,6-11,240
2000-01,Rafer Alston,1747,MIL,24,6-2,173
2000-01,Raja Bell,1952,PHI,24,6-5,204
2000-01,Randy Brown,753,BOS,33,6-2,190
2000-01,Randy Livingston,988,GSW,26,6-4,210
2000-01,Rashard Lewis,1740,SEA,21,6-10,215
2000-01,Rasheed Wallace,739,POR,26,6-11,230
2000-01,Rasho Nesterovic,1725,MIN,25,7-0,250
2000-01,Ray Allen,951,MIL,25,6-5,205
2000-01,Reggie Miller,397,IND,35,6-7,202
2000-01,Reggie Slater,1073,MIN,30,6-7,255
2000-01,Richard Hamilton,1888,WAS,23,6-6,185
2000-01,Rick Brunson,1594,NYK,29,6-4,190
2000-01,Rick Fox,296,LAL,31,6-7,242
2000-01,Ricky Davis,1729,MIA,21,6-7,197
2000-01,Robert Horry,109,LAL,30,6-10,235
2000-01,Robert Pack,123,DEN,32,6-2,190
2000-01,Robert Traylor,1714,CLE,24,6-8,289
2000-01,Rod Strickland,393,POR,34,6-3,185
2000-01,Rodney Buford,1934,PHI,23,6-5,189
2000-01,Rodney Rogers,915,PHX,30,6-7,255
2000-01,Ron Harper,166,LAL,37,6-6,215
2000-01,Ron Mercer,1500,CHI,25,6-7,210
2000-01,Roshown McLeod,1728,PHI,25,,
2000-01,Ruben Garces,2092,GSW,27,,
2000-01,Ruben Patterson,1739,SEA,25,6-5,224
2000-01,Ruben Wolkowyski,2106,SEA,27,6-10,270
2000-01,Ryan Bowen,1763,DEN,25,6-7,220
2000-01,Sam Cassell,208,MIL,31,6-3,185
2000-01,Sam Jacobson,1734,MIN,25,,
2000-01,Sam Mitchell,417,MIN,37,6-7,215
